Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Feature Homepage Category,Chrome 114.0.0.0,,,2023-07-18 20:04:05,2023-07-18 20:04:24,19.085s,PASSED
,,,,,,,
Test Cases/secondhand-web/Step Definition/Feature Homepage - Category/HC001 - user should be able to search category product,Chrome 114.0.0.0,,,2023-07-18 20:04:05,2023-07-18 20:04:24,18.815s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Launch Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 20:04:05,2023-07-18 20:04:09,3.584s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Navigate To Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 20:04:09,2023-07-18 20:04:11,2.432s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Click Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 20:04:11,2023-07-18 20:04:13,1.339s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Email""), [""email"":emailRizki], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 20:04:13,2023-07-18 20:04:15,2.719s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Password""), [""password"":passwordRizki], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 20:04:15,2023-07-18 20:04:18,2.471s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 20:04:18,2023-07-18 20:04:19,1.215s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/Homepage - Category/Category - Baju""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 20:04:19,2023-07-18 20:04:23,3.555s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Close Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 20:04:23,2023-07-18 20:04:24,1.118s,PASSED
