Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Feature Register,,,,2023-07-23 10:43:26,2023-07-23 10:43:29,2.944s,FAILED
,,,,,,,
Test Cases/secondhand-app/Step Definition/Feature Registration/PR001 - user should be able to register with valid credential,,,,2023-07-23 10:43:26,2023-07-23 10:43:27,1.013s,FAILED
"startApplication(""androidapp/app-release-second-hand-gcp.apk"", false)",,,,2023-07-23 10:43:27,2023-07-23 10:43:27,0.437s,FAILED
,,,,,,,
Test Cases/secondhand-app/Step Definition/Feature Registration/PR002 - user should not be able to register using already used email,,,,2023-07-23 10:43:27,2023-07-23 10:43:28,0.533s,FAILED
"startApplication(""androidapp/app-release-second-hand-gcp.apk"", false)",,,,2023-07-23 10:43:28,2023-07-23 10:43:28,0.032s,FAILED
,,,,,,,
Test Cases/secondhand-app/Step Definition/Feature Registration/PR003 - user should not be able to register using invalid email,,,,2023-07-23 10:43:28,2023-07-23 10:43:28,0.532s,FAILED
"startApplication(""androidapp/app-release-second-hand-gcp.apk"", false)",,,,2023-07-23 10:43:28,2023-07-23 10:43:28,0.014s,FAILED
,,,,,,,
Test Cases/secondhand-app/Step Definition/Feature Registration/PR004 - user should not be able to register using blank email,,,,2023-07-23 10:43:28,2023-07-23 10:43:29,0.425s,FAILED
"startApplication(""androidapp/app-release-second-hand-gcp.apk"", false)",,,,2023-07-23 10:43:29,2023-07-23 10:43:29,0.012s,FAILED
