Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Feature Homepage Category,Chrome 115.0.0.0,,,2023-07-21 19:37:46,2023-07-21 19:38:12,26.015s,PASSED
,,,,,,,
Test Cases/secondhand-web/Step Definition/Feature Homepage - Category/PROCAT001 - user should be able to search category product,Chrome 115.0.0.0,,,2023-07-21 19:37:46,2023-07-21 19:38:01,14.894s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Launch Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:37:47,2023-07-21 19:37:50,2.995s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Navigate To Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:37:50,2023-07-21 19:37:51,1.620s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Click Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:37:51,2023-07-21 19:37:52,1.021s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Email""), [""email"":emailRizki], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:37:52,2023-07-21 19:37:54,2.286s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Password""), [""password"":passwordRizki], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:37:54,2023-07-21 19:37:57,2.094s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:37:57,2023-07-21 19:37:58,0.942s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/Homepage - Category/Category - Baju""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:37:58,2023-07-21 19:38:00,2.706s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Close Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:00,2023-07-21 19:38:01,0.904s,PASSED
,,,,,,,
Test Cases/secondhand-web/Step Definition/Feature Homepage - Category/PROCAT002 - user should not be able to product with no select category,Chrome 115.0.0.0,,,2023-07-21 19:38:01,2023-07-21 19:38:12,10.904s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Launch Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:01,2023-07-21 19:38:03,1.722s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Navigate To Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:03,2023-07-21 19:38:04,0.801s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Click Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:04,2023-07-21 19:38:05,0.754s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Email""), [""email"":emailRizki], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:05,2023-07-21 19:38:07,2.028s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Password""), [""password"":passwordRizki], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:07,2023-07-21 19:38:09,1.920s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:09,2023-07-21 19:38:09,0.732s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/Homepage - Category/Category - No Select Category""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:09,2023-07-21 19:38:11,2.001s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Close Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-21 19:38:11,2023-07-21 19:38:12,0.698s,PASSED
