Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""secondhand-web/Common/Launch Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:22,2023-07-24 09:30:24,1.637s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Navigate To Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:24,2023-07-24 09:30:25,0.697s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Click Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:25,2023-07-24 09:30:25,0.735s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Email""), [""email"":emailRizki], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:25,2023-07-24 09:30:27,2.007s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Password""), [""password"":passwordRizki], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:27,2023-07-24 09:30:29,1.915s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:29,2023-07-24 09:30:30,0.716s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/Homepage/Icon_User""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:30,2023-07-24 09:30:32,1.391s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/My Profiles/Click Account""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:32,2023-07-24 09:30:32,0.825s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/My Profiles/Input Nama - Blank""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:32,2023-07-24 09:30:34,1.595s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/My Profiles/Select Kota - Blank""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:34,2023-07-24 09:30:36,1.804s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/My Profiles/Input Alamat - Blank""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:36,2023-07-24 09:30:37,1.553s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/My Profiles/Input Nomor HP - Blank""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:37,2023-07-24 09:30:39,1.540s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/My Profiles/Button Simpan""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:39,2023-07-24 09:30:40,1.146s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Close Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:30:40,2023-07-24 09:30:41,0.675s,PASSED
