Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Feature Login,Chrome 114.0.0.0,,,2023-07-18 23:01:24,2023-07-18 23:01:55,30.110s,PASSED
,,,,,,,
Test Cases/secondhand-web/Step Definition/Feature Login/LG0001 - user should be able to login using valid credential,Chrome 114.0.0.0,,,2023-07-18 23:01:25,2023-07-18 23:01:55,29.320s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Launch Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:26,2023-07-18 23:01:35,8.443s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Navigate To Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:35,2023-07-18 23:01:38,3.707s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Click Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:38,2023-07-18 23:01:40,1.934s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Email""), [""email"":EmailAsiyah], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:40,2023-07-18 23:01:45,4.538s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Password""), [""password"":PasswordAsiyah], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:45,2023-07-18 23:01:49,4.573s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:49,2023-07-18 23:01:52,2.162s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Close Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:52,2023-07-18 23:01:55,3.016s,PASSED
