Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Feature Edit My Profile,Chrome 115.0.0.0,,,2023-07-24 09:13:10,2023-07-24 09:13:16,6.162s,FAILED
,,,,,,,
Test Cases/secondhand-web/Step Definition/Feature Edit Profile/PROUSER001 - user should be abe to edit profiles,Chrome 115.0.0.0,,,2023-07-24 09:13:10,2023-07-24 09:13:13,3.342s,FAILED
"callTestCase(findTestCase(""secondhand-web/Common/Launch Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:13:10,2023-07-24 09:13:13,2.659s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Navigate To Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:13:13,2023-07-24 09:13:13,0.423s,FAILED
,,,,,,,
Test Cases/secondhand-web/Step Definition/Feature Edit Profile/PROUSER002 - user should not be able to edit profile using blank input,Chrome 115.0.0.0,,,2023-07-24 09:13:13,2023-07-24 09:13:16,2.643s,FAILED
"callTestCase(findTestCase(""secondhand-web/Common/Launch Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:13:13,2023-07-24 09:13:16,2.260s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Navigate To Web""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-07-24 09:13:16,2023-07-24 09:13:16,0.171s,FAILED
