Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Feature Register,,,,2023-07-24 12:35:10,2023-07-24 12:38:06,2m - 56.764s,PASSED
,,,,,,,
Test Cases/secondhand-app/Step Definition/Feature Registration/PR001 - user should be able to register with valid credential,,,,2023-07-24 12:35:10,2023-07-24 12:35:57,47.367s,PASSED
"startApplication(""androidapp/app-release-second-hand-gcp.apk"", false)",,,,2023-07-24 12:35:10,2023-07-24 12:35:23,13.061s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/MenuBar App/Tap Akun""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:23,2023-07-24 12:35:28,4.684s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/My Account/Tap Masuk""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:28,2023-07-24 12:35:29,1.169s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Login/Tap Daftar""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:29,2023-07-24 12:35:30,1.571s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Nama""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:30,2023-07-24 12:35:34,3.624s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Email - Rizki Valid Random""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:34,2023-07-24 12:35:37,2.752s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Password - Rizki Valid""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:37,2023-07-24 12:35:40,3.343s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Nomor HP""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:40,2023-07-24 12:35:43,2.735s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Kota""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:43,2023-07-24 12:35:46,3.349s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Alamat""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:46,2023-07-24 12:35:50,3.553s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Tap Daftar""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:50,2023-07-24 12:35:55,5.131s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Logout/Button Logout""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:35:55,2023-07-24 12:35:57,2.137s,PASSED
,,,,,,,
Test Cases/secondhand-app/Step Definition/Feature Registration/PR002 - user should not be able to register using already used email,,,,2023-07-24 12:35:57,2023-07-24 12:36:37,39.852s,PASSED
"startApplication(""androidapp/app-release-second-hand-gcp.apk"", false)",,,,2023-07-24 12:35:57,2023-07-24 12:36:07,9.335s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/MenuBar App/Tap Akun""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:07,2023-07-24 12:36:11,4.483s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/My Account/Tap Masuk""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:11,2023-07-24 12:36:12,1.083s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Login/Tap Daftar""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:12,2023-07-24 12:36:14,1.672s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Nama""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:14,2023-07-24 12:36:17,3.603s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Email - Rizki Valid""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:17,2023-07-24 12:36:20,2.769s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Password - Rizki Valid""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:20,2023-07-24 12:36:23,3.027s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Nomor HP""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:23,2023-07-24 12:36:26,2.991s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Kota""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:26,2023-07-24 12:36:29,2.735s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Input Alamat""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:29,2023-07-24 12:36:32,2.639s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/User Registration/Tap Daftar""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:32,2023-07-24 12:36:37,5.324s,PASSED
,,,,,,,
Test Cases/secondhand-app/Step Definition/Feature Registration/PR003 - user should not be able to register using invalid email,,,,2023-07-24 12:36:37,2023-07-24 12:37:22,45.178s,PASSED
"startApplication(""androidapp/app-release-second-hand-gcp.apk"", false)",,,,2023-07-24 12:36:37,2023-07-24 12:36:47,10.141s,PASSED
"callTestCase(findTestCase(""secondhand-app/Pages/MenuBar App/Tap Akun""), [:], STOP_ON_FAILURE)",,,,2023-07-24 12:36:47,2023-07-24 12:36:54,6.378s,PASSED
