Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Feature Login,Chrome 114.0.0.0,,,2023-07-18 23:01:25,2023-07-18 23:01:55,30.495s,PASSED
,,,,,,,
Test Cases/secondhand-web/Step Definition/Feature Login/LG0001 - user should be able to login using valid credential,Chrome 114.0.0.0,,,2023-07-18 23:01:26,2023-07-18 23:01:55,29.453s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Launch Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:26,2023-07-18 23:01:35,8.759s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Navigate To Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:35,2023-07-18 23:01:39,3.604s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Click Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:39,2023-07-18 23:01:41,1.926s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Email""), [""email"":EmailAsiyah], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:41,2023-07-18 23:01:45,4.818s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Input Password""), [""password"":PasswordAsiyah], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:45,2023-07-18 23:01:50,4.979s,PASSED
"callTestCase(findTestCase(""secondhand-web/Pages/User Login/Button Masuk""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:50,2023-07-18 23:01:53,2.793s,PASSED
"callTestCase(findTestCase(""secondhand-web/Common/Close Web""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-18 23:01:53,2023-07-18 23:01:55,1.889s,PASSED
